crate	version	scope	declared_license	review_route	archive_sha256	archive_url	notice_files
tracing-core	0.1.36	transitive	MIT	MIT	db97caf9d906fbde555dd62fa95ddba9eecfd14cb388e4f491a66d74cd5fb79a	https://crates.io/api/v1/crates/tracing-core/0.1.36/download	LICENSE; src/spin/LICENSE
tracing-log	0.2.0	transitive	MIT	MIT	ee855f1f400bd0e5c02d150ae5de3840039a3f54b025156404e34c23c03f47c3	https://crates.io/api/v1/crates/tracing-log/0.2.0/download	LICENSE
tracing-serde	0.2.0	transitive	MIT	MIT	704b1aeb7be0d0a84fc9828cae51dab5970fee5088f83d1dd7ee6f6246fc6ff1	https://crates.io/api/v1/crates/tracing-serde/0.2.0/download	LICENSE
tracing-subscriber	0.3.23	normal	MIT	MIT	cb7f578e5945fb242538965c2d0b04418d38ec25c79d160cd279bf0731c8d319	https://crates.io/api/v1/crates/tracing-subscriber/0.3.23/download	LICENSE
try-lock	0.2.5	transitive	MIT	MIT	e421abadd41a4225275504ea4d6566923418b7f05506fbc9c0fe86ba7396114b	https://crates.io/api/v1/crates/try-lock/0.2.5/download	LICENSE
typenum	1.20.1	transitive	MIT OR Apache-2.0	MIT	b6f5e870be6c3b371b77fe0ee0bafb859fa4964b4404c27de1d380043c4dda20	https://crates.io/api/v1/crates/typenum/1.20.1/download	LICENSE; LICENSE-APACHE; LICENSE-MIT
unicode-bidi	0.3.18	transitive	MIT OR Apache-2.0	MIT	5c1cb5db39152898a79168971543b1cb5020dff7fe43c8dc468b0885f5e29df5	https://crates.io/api/v1/crates/unicode-bidi/0.3.18/download	COPYRIGHT; LICENSE-APACHE; LICENSE-MIT
unicode-ident	1.0.24	transitive	(MIT OR Apache-2.0) AND Unicode-3.0	MIT AND Unicode-3.0	e6e4313cd5fcd3dad5cafa179702e2b244f760991f45397d14d4ebf38247da75	https://crates.io/api/v1/crates/unicode-ident/1.0.24/download	LICENSE-APACHE; LICENSE-MIT; LICENSE-UNICODE
unicode-normalization	0.1.25	normal	MIT OR Apache-2.0	MIT	5fd4f6878c9cb28d874b009da9e8d183b5abc80117c40bbd187a1fde336be6e8	https://crates.io/api/v1/crates/unicode-normalization/0.1.25/download	COPYRIGHT; LICENSE-APACHE; LICENSE-MIT
unicode-properties	0.1.4	transitive	MIT/Apache-2.0	MIT	7df058c713841ad818f1dc5d3fd88063241cc61f49f5fbea4b951e8cf5a8d71d	https://crates.io/api/v1/crates/unicode-properties/0.1.4/download	COPYRIGHT; LICENSE-APACHE; LICENSE-MIT
untrusted	0.9.0	transitive	ISC	ISC	8ecb6da28b8a351d773b68d5825ac39017e680750f980f3a1a85cd8dd28a47c1	https://crates.io/api/v1/crates/untrusted/0.9.0/download	LICENSE.txt
url	2.5.8	normal	MIT OR Apache-2.0	MIT	ff67a8a4397373c3ef660812acab3268222035010ab8680ec4215f38ba3d0eed	https://crates.io/api/v1/crates/url/2.5.8/download	LICENSE-APACHE; LICENSE-MIT
utf8_iter	1.0.4	transitive	Apache-2.0 OR MIT	MIT	b6c140620e7ffbb22c2dee59cafe6084a59b5ffc27a8859a5f0d494b5d52b6be	https://crates.io/api/v1/crates/utf8_iter/1.0.4/download	COPYRIGHT; LICENSE-APACHE; LICENSE-MIT
utf8parse	0.2.2	transitive	Apache-2.0 OR MIT	MIT	06abde3611657adf66d383f00b093d7faecc7fa57071cce2578660c9f1010821	https://crates.io/api/v1/crates/utf8parse/0.2.2/download	LICENSE-APACHE; LICENSE-MIT
valuable	0.1.1	transitive	MIT	MIT	ba73ea9cf16a25df0c8caa16c51acb937d5712a8429db78a3ee29d5dcacd3a65	https://crates.io/api/v1/crates/valuable/0.1.1/download	No standalone notice file; inspect source headers before redistribution
vcpkg	0.2.15	transitive	MIT/Apache-2.0	MIT	accd4ea62f7bb7a82fe23066fb0957d48ef677f6eeb8215f372f52e48bb32426	https://crates.io/api/v1/crates/vcpkg/0.2.15/download	LICENSE-APACHE; LICENSE-MIT
version_check	0.9.5	transitive	MIT/Apache-2.0	MIT	0b928f33d975fc6ad9f86c8f283853ad26bdd5b10b7f1542aa2fa15e2289105a	https://crates.io/api/v1/crates/version_check/0.9.5/download	LICENSE-APACHE; LICENSE-MIT
want	0.3.1	transitive	MIT	MIT	bfa7760aed19e106de2c7c0b581b509f2f25d3dacaf737cb82ac61bc6d760b0e	https://crates.io/api/v1/crates/want/0.3.1/download	LICENSE
wasi	0.11.1+wasi-snapshot-preview1	transitive	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT	MIT	ccf3ec651a847eb01de73ccad15eb7d99f80485de043efb2f370cd654f4ea44b	https://crates.io/api/v1/crates/wasi/0.11.1+wasi-snapshot-preview1/download	LICENSE-APACHE; LICENSE-Apache-2.0_WITH_LLVM-exception; LICENSE-MIT
wasite	0.1.0	transitive	Apache-2.0 OR BSL-1.0 OR MIT	MIT	b8dad83b4f25e74f184f64c43b150b91efe7647395b42289f38e50566d82855b	https://crates.io/api/v1/crates/wasite/0.1.0/download	No standalone notice file; inspect source headers before redistribution
wasm-bindgen	0.2.126	transitive	MIT OR Apache-2.0	MIT	4b067c0c11094aef6b7a801c1e34a26affafdf3d051dba08456b868789aaf9a4	https://crates.io/api/v1/crates/wasm-bindgen/0.2.126/download	LICENSE-APACHE; LICENSE-MIT
wasm-bindgen-futures	0.4.76	transitive	MIT OR Apache-2.0	MIT	c62df1340f32221cb9c54d6a27b030e3dba64361d4a95bed55f9aacb44da291d	https://crates.io/api/v1/crates/wasm-bindgen-futures/0.4.76/download	LICENSE-APACHE; LICENSE-MIT
wasm-bindgen-macro	0.2.126	transitive	MIT OR Apache-2.0	MIT	167ce5e579f6bcf889c4f7175a8a5a585de84e8ff93976ce393efa5f2837aab1	https://crates.io/api/v1/crates/wasm-bindgen-macro/0.2.126/download	LICENSE-APACHE; LICENSE-MIT
wasm-bindgen-macro-support	0.2.126	transitive	MIT OR Apache-2.0	MIT	f3997c7839262f4ef12cf90b818d6340c18e80f263f1a94bf157d0ec4420380e	https://crates.io/api/v1/crates/wasm-bindgen-macro-support/0.2.126/download	LICENSE-APACHE; LICENSE-MIT
wasm-bindgen-shared	0.2.126	transitive	MIT OR Apache-2.0	MIT	dc1b4cb0cc549fcf58d7dfc081778139b3d283a081644e833e84682ad71cea24	https://crates.io/api/v1/crates/wasm-bindgen-shared/0.2.126/download	LICENSE-APACHE; LICENSE-MIT
wasm-streams	0.4.2	transitive	MIT OR Apache-2.0	MIT	15053d8d85c7eccdbefef60f06769760a563c7f0a9d6902a13d35c7800b0ad65	https://crates.io/api/v1/crates/wasm-streams/0.4.2/download	LICENSE-APACHE; LICENSE-MIT
web-sys	0.3.103	transitive	MIT OR Apache-2.0	MIT	8622dcb61c0bcc9fffa6938bed81210af2da9a7e4a1a834b2e37a59b6dfb6141	https://crates.io/api/v1/crates/web-sys/0.3.103/download	LICENSE-APACHE; LICENSE-MIT
web-time	1.1.0	transitive	MIT OR Apache-2.0	MIT	5a6580f308b1fad9207618087a65c04e7a10bc77e02c8e84e9b00dd4b12fa0bb	https://crates.io/api/v1/crates/web-time/1.1.0/download	LICENSE-APACHE; LICENSE-MIT
webpki-roots	0.26.11	transitive	CDLA-Permissive-2.0	CDLA-Permissive-2.0	521bc38abb08001b01866da9f51eb7c5d647a19260e00054a8c7fd5f9e57f7a9	https://crates.io/api/v1/crates/webpki-roots/0.26.11/download	LICENSE
webpki-roots	1.0.8	transitive	CDLA-Permissive-2.0	CDLA-Permissive-2.0	bf85cb06032201fa7c6f829d7db5a7e5aa45bcc0655327713065f6f0576731bf	https://crates.io/api/v1/crates/webpki-roots/1.0.8/download	LICENSE
whoami	1.6.1	transitive	Apache-2.0 OR BSL-1.0 OR MIT	MIT	5d4a4db5077702ca3015d3d02d74974948aba2ad9e12ab7df718ee64ccd7e97d	https://crates.io/api/v1/crates/whoami/1.6.1/download	LICENSE_APACHE; LICENSE_BOOST; LICENSE_MIT
winapi	0.3.9	transitive	MIT/Apache-2.0	MIT	5c839a674fcd7a98952e593242ea400abe93992746761e38641405d28b00f419	https://crates.io/api/v1/crates/winapi/0.3.9/download	LICENSE-APACHE; LICENSE-MIT
winapi-i686-pc-windows-gnu	0.4.0	transitive	MIT/Apache-2.0	MIT	ac3b87c63620426dd9b991e5ce0329eff545bccbbb34f3be09ff6fb6ab51b7b6	https://crates.io/api/v1/crates/winapi-i686-pc-windows-gnu/0.4.0/download	lib/libwinapi_oemlicense.a
winapi-x86_64-pc-windows-gnu	0.4.0	transitive	MIT/Apache-2.0	MIT	712e227841d057c1ee1cd2fb22fa7e5a5461ae8e48fa2ca79ec42cfc1931183f	https://crates.io/api/v1/crates/winapi-x86_64-pc-windows-gnu/0.4.0/download	lib/libwinapi_oemlicense.a
windows-core	0.62.2	transitive	MIT OR Apache-2.0	MIT	b8e83a14d34d0623b51dce9581199302a221863196a1dde71a7663a4c2be9deb	https://crates.io/api/v1/crates/windows-core/0.62.2/download	license-apache-2.0; license-mit
windows-implement	0.60.2	transitive	MIT OR Apache-2.0	MIT	053e2e040ab57b9dc951b72c264860db7eb3b0200ba345b4e4c3b14f67855ddf	https://crates.io/api/v1/crates/windows-implement/0.60.2/download	license-apache-2.0; license-mit
windows-interface	0.59.3	transitive	MIT OR Apache-2.0	MIT	3f316c4a2570ba26bbec722032c4099d8c8bc095efccdc15688708623367e358	https://crates.io/api/v1/crates/windows-interface/0.59.3/download	license-apache-2.0; license-mit
windows-link	0.2.1	transitive	MIT OR Apache-2.0	MIT	f0805222e57f7521d6a62e36fa9163bc891acd422f971defe97d64e70d0a4fe5	https://crates.io/api/v1/crates/windows-link/0.2.1/download	license-apache-2.0; license-mit
windows-result	0.4.1	transitive	MIT OR Apache-2.0	MIT	7781fa89eaf60850ac3d2da7af8e5242a5ea78d1a11c49bf2910bb5a73853eb5	https://crates.io/api/v1/crates/windows-result/0.4.1/download	license-apache-2.0; license-mit
windows-strings	0.5.1	transitive	MIT OR Apache-2.0	MIT	7837d08f69c77cf6b07689544538e017c1bfcf57e34b4c0ff58e6c2cd3b37091	https://crates.io/api/v1/crates/windows-strings/0.5.1/download	license-apache-2.0; license-mit
windows-sys	0.48.0	transitive	MIT OR Apache-2.0	MIT	677d2418bec65e3338edb076e806bc1ec15693c5d0104683f2efe857f61056a9	https://crates.io/api/v1/crates/windows-sys/0.48.0/download	license-apache-2.0; license-mit
windows-sys	0.52.0	transitive	MIT OR Apache-2.0	MIT	282be5f36a8ce781fad8c8ae18fa3f9beff57ec1b52cb3de0789201425d9a33d	https://crates.io/api/v1/crates/windows-sys/0.52.0/download	license-apache-2.0; license-mit
windows-sys	0.59.0	transitive	MIT OR Apache-2.0	MIT	1e38bc4d79ed67fd075bcc251a1c39b32a1776bbe92e5bef1f0bf1f8c531853b	https://crates.io/api/v1/crates/windows-sys/0.59.0/download	license-apache-2.0; license-mit
windows-sys	0.61.2	transitive	MIT OR Apache-2.0	MIT	ae137229bcbd6cdf0f7b80a31df61766145077ddf49416a728b02cb3921ff3fc	https://crates.io/api/v1/crates/windows-sys/0.61.2/download	license-apache-2.0; license-mit
windows-targets	0.48.5	transitive	MIT OR Apache-2.0	MIT	9a2fa6e2155d7247be68c096456083145c183cbbbc2764150dda45a87197940c	https://crates.io/api/v1/crates/windows-targets/0.48.5/download	license-apache-2.0; license-mit
windows-targets	0.52.6	transitive	MIT OR Apache-2.0	MIT	9b724f72796e036ab90c1021d4780d4d3d648aca59e491e6b98e725b84e99973	https://crates.io/api/v1/crates/windows-targets/0.52.6/download	license-apache-2.0; license-mit
windows_aarch64_gnullvm	0.48.5	transitive	MIT OR Apache-2.0	MIT	2b38e32f0abccf9987a4e3079dfb67dcd799fb61361e53e2882c3cbaf0d905d8	https://crates.io/api/v1/crates/windows_aarch64_gnullvm/0.48.5/download	license-apache-2.0; license-mit
windows_aarch64_gnullvm	0.52.6	transitive	MIT OR Apache-2.0	MIT	32a4622180e7a0ec044bb555404c800bc9fd9ec262ec147edd5989ccd0c02cd3	https://crates.io/api/v1/crates/windows_aarch64_gnullvm/0.52.6/download	license-apache-2.0; license-mit
windows_aarch64_msvc	0.48.5	transitive	MIT OR Apache-2.0	MIT	dc35310971f3b2dbbf3f0690a219f40e2d9afcf64f9ab7cc1be722937c26b4bc	https://crates.io/api/v1/crates/windows_aarch64_msvc/0.48.5/download	license-apache-2.0; license-mit
windows_aarch64_msvc	0.52.6	transitive	MIT OR Apache-2.0	MIT	09ec2a7bb152e2252b53fa7803150007879548bc709c039df7627cabbd05d469	https://crates.io/api/v1/crates/windows_aarch64_msvc/0.52.6/download	license-apache-2.0; license-mit
windows_i686_gnu	0.48.5	transitive	MIT OR Apache-2.0	MIT	a75915e7def60c94dcef72200b9a8e58e5091744960da64ec734a6c6e9b3743e	https://crates.io/api/v1/crates/windows_i686_gnu/0.48.5/download	license-apache-2.0; license-mit
windows_i686_gnu	0.52.6	transitive	MIT OR Apache-2.0	MIT	8e9b5ad5ab802e97eb8e295ac6720e509ee4c243f69d781394014ebfe8bbfa0b	https://crates.io/api/v1/crates/windows_i686_gnu/0.52.6/download	license-apache-2.0; license-mit
windows_i686_gnullvm	0.52.6	transitive	MIT OR Apache-2.0	MIT	0eee52d38c090b3caa76c563b86c3a4bd71ef1a819287c19d586d7334ae8ed66	https://crates.io/api/v1/crates/windows_i686_gnullvm/0.52.6/download	license-apache-2.0; license-mit
windows_i686_msvc	0.48.5	transitive	MIT OR Apache-2.0	MIT	8f55c233f70c4b27f66c523580f78f1004e8b5a8b659e05a4eb49d4166cca406	https://crates.io/api/v1/crates/windows_i686_msvc/0.48.5/download	license-apache-2.0; license-mit
windows_i686_msvc	0.52.6	transitive	MIT OR Apache-2.0	MIT	240948bc05c5e7c6dabba28bf89d89ffce3e303022809e73deaefe4f6ec56c66	https://crates.io/api/v1/crates/windows_i686_msvc/0.52.6/download	license-apache-2.0; license-mit
windows_x86_64_gnu	0.48.5	transitive	MIT OR Apache-2.0	MIT	53d40abd2583d23e4718fddf1ebec84dbff8381c07cae67ff7768bbf19c6718e	https://crates.io/api/v1/crates/windows_x86_64_gnu/0.48.5/download	license-apache-2.0; license-mit
windows_x86_64_gnu	0.52.6	transitive	MIT OR Apache-2.0	MIT	147a5c80aabfbf0c7d901cb5895d1de30ef2907eb21fbbab29ca94c5b08b1a78	https://crates.io/api/v1/crates/windows_x86_64_gnu/0.52.6/download	license-apache-2.0; license-mit
windows_x86_64_gnullvm	0.48.5	transitive	MIT OR Apache-2.0	MIT	0b7b52767868a23d5bab768e390dc5f5c55825b6d30b86c844ff2dc7414044cc	https://crates.io/api/v1/crates/windows_x86_64_gnullvm/0.48.5/download	license-apache-2.0; license-mit
windows_x86_64_gnullvm	0.52.6	transitive	MIT OR Apache-2.0	MIT	24d5b23dc417412679681396f2b49f3de8c1473deb516bd34410872eff51ed0d	https://crates.io/api/v1/crates/windows_x86_64_gnullvm/0.52.6/download	license-apache-2.0; license-mit
windows_x86_64_msvc	0.48.5	transitive	MIT OR Apache-2.0	MIT	ed94fce61571a4006852b7389a063ab983c02eb1bb37b47f8272ce92d06d9538	https://crates.io/api/v1/crates/windows_x86_64_msvc/0.48.5/download	license-apache-2.0; license-mit
windows_x86_64_msvc	0.52.6	transitive	MIT OR Apache-2.0	MIT	589f6da84c646204747d1270a2a5661ea66ed1cced2631d546fdfb155959f9ec	https://crates.io/api/v1/crates/windows_x86_64_msvc/0.52.6/download	license-apache-2.0; license-mit
writeable	0.6.3	transitive	Unicode-3.0	Unicode-3.0	1ffae5123b2d3fc086436f8834ae3ab053a283cfac8fe0a0b8eaae044768a4c4	https://crates.io/api/v1/crates/writeable/0.6.3/download	LICENSE
yoke	0.8.3	transitive	Unicode-3.0	Unicode-3.0	709fe23a0424b6a435d82152b1bd3fdfb0833487d5fa90d05d42762a9891fef5	https://crates.io/api/v1/crates/yoke/0.8.3/download	LICENSE
yoke-derive	0.8.2	transitive	Unicode-3.0	Unicode-3.0	de844c262c8848816172cef550288e7dc6c7b7814b4ee56b3e1553f275f1858e	https://crates.io/api/v1/crates/yoke-derive/0.8.2/download	LICENSE
zerocopy	0.8.53	transitive	BSD-2-Clause OR Apache-2.0 OR MIT	MIT	75726053136156d419e285b9b7eddaaea9e3fea6ce32eed44a89901f0bd98de1	https://crates.io/api/v1/crates/zerocopy/0.8.53/download	LICENSE-APACHE; LICENSE-BSD; LICENSE-MIT
zerocopy-derive	0.8.53	transitive	BSD-2-Clause OR Apache-2.0 OR MIT	MIT	4714fd92cf900833d49538023a9b3915155210801d1c1169eba513b2addefd71	https://crates.io/api/v1/crates/zerocopy-derive/0.8.53/download	LICENSE-APACHE; LICENSE-BSD; LICENSE-MIT
zerofrom	0.1.8	transitive	Unicode-3.0	Unicode-3.0	0ec05a11813ea801ff6d75110ad09cd0824ddba17dfe17128ea0d5f68e6c5272	https://crates.io/api/v1/crates/zerofrom/0.1.8/download	LICENSE
zerofrom-derive	0.1.7	transitive	Unicode-3.0	Unicode-3.0	11532158c46691caf0f2593ea8358fed6bbf68a0315e80aae9bd41fbade684a1	https://crates.io/api/v1/crates/zerofrom-derive/0.1.7/download	LICENSE
zeroize	1.9.0	transitive	Apache-2.0 OR MIT	MIT	e13c156562582aa81c60cb29407084cdb54c4164760106ab78e6c5b0858cf64e	https://crates.io/api/v1/crates/zeroize/1.9.0/download	LICENSE-APACHE; LICENSE-MIT
zerotrie	0.2.4	transitive	Unicode-3.0	Unicode-3.0	0f9152d31db0792fa83f70fb2f83148effb5c1f5b8c7686c3459e361d9bc20bf	https://crates.io/api/v1/crates/zerotrie/0.2.4/download	LICENSE
zerovec	0.11.6	transitive	Unicode-3.0	Unicode-3.0	90f911cbc359ab6af17377d242225f4d75119aec87ea711a880987b18cd7b239	https://crates.io/api/v1/crates/zerovec/0.11.6/download	LICENSE
zerovec-derive	0.11.3	transitive	Unicode-3.0	Unicode-3.0	625dc425cab0dca6dc3c3319506e6593dcb08a9f387ea3b284dbd52a92c40555	https://crates.io/api/v1/crates/zerovec-derive/0.11.3/download	LICENSE
zip	6.0.0	normal	MIT	MIT	eb2a05c7c36fde6c09b08576c9f7fb4cda705990f73b58fe011abf7dfb24168b	https://crates.io/api/v1/crates/zip/6.0.0/download	LICENSE
zlib-rs	0.6.6	transitive	Zlib	Zlib	b142a20ec14a91d5bc708c1dc21b080c550113d8aa77afa29635673a65dd02c5	https://crates.io/api/v1/crates/zlib-rs/0.6.6/download	LICENSE
zmij	1.0.21	transitive	MIT	MIT	b8848ee67ecc8aedbaf3e4122217aff892639231befc6a1b58d29fff4c2cabaa	https://crates.io/api/v1/crates/zmij/1.0.21/download	LICENSE-MIT
