crate	version	scope	declared_license	review_route	archive_sha256	archive_url	notice_files
lock_api	0.4.14	transitive	MIT OR Apache-2.0	MIT	224399e74b87b5f3557511d98dff8b14089b3dadafcab6bb93eab67d3aace965	https://crates.io/api/v1/crates/lock_api/0.4.14/download	LICENSE-APACHE; LICENSE-MIT
log	0.4.33	transitive	MIT OR Apache-2.0	MIT	0ceec5bc11778974d1bcb055b18002eba7f4b3518b6a0081b3af5f21666da9ad	https://crates.io/api/v1/crates/log/0.4.33/download	LICENSE-APACHE; LICENSE-MIT
lru-slab	0.1.2	transitive	MIT OR Apache-2.0 OR Zlib	MIT	112b39cec0b298b6c1999fee3e31427f74f676e4cb9879ed1a121b43661a4154	https://crates.io/api/v1/crates/lru-slab/0.1.2/download	LICENSE-APACHE; LICENSE-MIT; LICENSE-ZLIB
matchers	0.2.0	transitive	MIT	MIT	d1525a2a28c7f4fa0fc98bb91ae755d1e2d1505079e05539e35bc876b5d65ae9	https://crates.io/api/v1/crates/matchers/0.2.0/download	LICENSE
matchit	0.8.4	transitive	MIT AND BSD-3-Clause	MIT AND BSD-3-Clause	47e1ffaa40ddd1f3ed91f717a33c8c0ee23fff369e3aa8772b9605cc1d22f4c3	https://crates.io/api/v1/crates/matchit/0.8.4/download	LICENSE; LICENSE.httprouter
md-5	0.10.6	normal	MIT OR Apache-2.0	MIT	d89e7ee0cfbedfc4da3340218492196241d89eefb6dab27de5df917a6d2e78cf	https://crates.io/api/v1/crates/md-5/0.10.6/download	LICENSE-APACHE; LICENSE-MIT
mdns-sd	0.20.2	normal	Apache-2.0 OR MIT	MIT	f18d8ec9d1869796fb2910d95f4d957072df0b6a22e247a1d760d8b4c805e17a	https://crates.io/api/v1/crates/mdns-sd/0.20.2/download	LICENSE-APACHE; LICENSE-MIT
memchr	2.8.2	transitive	Unlicense OR MIT	MIT	88904434abc2901f197fe8cc55f0445e7ded921dba5911dad2e2b39b48e663c4	https://crates.io/api/v1/crates/memchr/2.8.2/download	COPYING; LICENSE-MIT; UNLICENSE
mime	0.3.17	transitive	MIT OR Apache-2.0	MIT	6877bb514081ee2a7ff5ef9de3281f14a4dd4bceac4c09388074a6b5df8a139a	https://crates.io/api/v1/crates/mime/0.3.17/download	LICENSE-APACHE; LICENSE-MIT
miniz_oxide	0.8.9	transitive	MIT OR Zlib OR Apache-2.0	MIT	1fa76a2c86f704bdb222d66965fb3d63269ce38518b83cb0575fca855ebb6316	https://crates.io/api/v1/crates/miniz_oxide/0.8.9/download	LICENSE; LICENSE-APACHE.md; LICENSE-MIT.md; LICENSE-ZLIB.md
mio	1.2.1	transitive	MIT	MIT	02bd0af71c67b473010cbbc60715ee815645a4dc942899111f494b4b737d6fda	https://crates.io/api/v1/crates/mio/1.2.1/download	LICENSE
multer	3.1.0	transitive	MIT	MIT	83e87776546dc87511aa5ee218730c92b666d7264ab6ed41f9d215af9cd5224b	https://crates.io/api/v1/crates/multer/3.1.0/download	LICENSE
nix	0.30.1	normal	MIT	MIT	74523f3a35e05aba87a1d978330aef40f67b0304ac79c1c00b294c9830543db6	https://crates.io/api/v1/crates/nix/0.30.1/download	LICENSE
nu-ansi-term	0.50.3	transitive	MIT	MIT	7957b9740744892f114936ab4a57b3f487491bbeafaf8083688b16841a4240e5	https://crates.io/api/v1/crates/nu-ansi-term/0.50.3/download	LICENSE
num-bigint-dig	0.8.6	transitive	MIT/Apache-2.0	MIT	e661dda6640fad38e827a6d4a310ff4763082116fe217f279885c97f511bb0b7	https://crates.io/api/v1/crates/num-bigint-dig/0.8.6/download	LICENSE-APACHE; LICENSE-MIT
num-integer	0.1.46	transitive	MIT OR Apache-2.0	MIT	7969661fd2958a5cb096e56c8e1ad0444ac2bbcd0061bd28660485a44879858f	https://crates.io/api/v1/crates/num-integer/0.1.46/download	LICENSE-APACHE; LICENSE-MIT
num-iter	0.1.45	transitive	MIT OR Apache-2.0	MIT	1429034a0490724d0075ebb2bc9e875d6503c3cf69e235a8941aa757d83ef5bf	https://crates.io/api/v1/crates/num-iter/0.1.45/download	LICENSE-APACHE; LICENSE-MIT
num-traits	0.2.19	transitive	MIT OR Apache-2.0	MIT	071dfc062690e90b734c0b2273ce72ad0ffa95f0c74596bc250dcfd960262841	https://crates.io/api/v1/crates/num-traits/0.2.19/download	LICENSE-APACHE; LICENSE-MIT
once_cell	1.21.4	transitive	MIT OR Apache-2.0	MIT	9f7c3e4beb33f85d45ae3e3a1792185706c8e16d043238c593331cc7cd313b50	https://crates.io/api/v1/crates/once_cell/1.21.4/download	LICENSE-APACHE; LICENSE-MIT
once_cell_polyfill	1.70.2	transitive	MIT OR Apache-2.0	MIT	384b8ab6d37215f3c5301a95a4accb5d64aa607f1fcb26a11b5303878451b4fe	https://crates.io/api/v1/crates/once_cell_polyfill/1.70.2/download	LICENSE-APACHE; LICENSE-MIT
parking	2.2.1	transitive	Apache-2.0 OR MIT	MIT	f38d5652c16fde515bb1ecef450ab0f6a219d619a7274976324d5e377f7dceba	https://crates.io/api/v1/crates/parking/2.2.1/download	LICENSE-APACHE; LICENSE-MIT; LICENSE-THIRD-PARTY
parking_lot	0.12.5	transitive	MIT OR Apache-2.0	MIT	93857453250e3077bd71ff98b6a65ea6621a19bb0f559a85248955ac12c45a1a	https://crates.io/api/v1/crates/parking_lot/0.12.5/download	LICENSE-APACHE; LICENSE-MIT
parking_lot_core	0.9.12	transitive	MIT OR Apache-2.0	MIT	2621685985a2ebf1c516881c026032ac7deafcda1a2c9b7850dc81e3dfcb64c1	https://crates.io/api/v1/crates/parking_lot_core/0.9.12/download	LICENSE-APACHE; LICENSE-MIT
password-hash	0.5.0	transitive	MIT OR Apache-2.0	MIT	346f04948ba92c43e8469c1ee6736c7563d71012b17d40745260fe106aac2166	https://crates.io/api/v1/crates/password-hash/0.5.0/download	LICENSE-APACHE; LICENSE-MIT
pem-rfc7468	0.7.0	transitive	Apache-2.0 OR MIT	MIT	88b39c9bfcfc231068454382784bb460aae594343fb030d46e9f50a645418412	https://crates.io/api/v1/crates/pem-rfc7468/0.7.0/download	LICENSE-APACHE; LICENSE-MIT
percent-encoding	2.3.2	transitive	MIT OR Apache-2.0	MIT	9b4f627cb1b25917193a259e49bdad08f671f8d9708acfd5fe0a8c1455d87220	https://crates.io/api/v1/crates/percent-encoding/2.3.2/download	LICENSE-APACHE; LICENSE-MIT
pin-project-lite	0.2.17	transitive	Apache-2.0 OR MIT	MIT	a89322df9ebe1c1578d689c92318e070967d1042b512afbe49518723f4e6d5cd	https://crates.io/api/v1/crates/pin-project-lite/0.2.17/download	LICENSE-APACHE; LICENSE-MIT
pkcs1	0.7.5	transitive	Apache-2.0 OR MIT	MIT	c8ffb9f10fa047879315e6625af03c164b16962a5368d724ed16323b68ace47f	https://crates.io/api/v1/crates/pkcs1/0.7.5/download	LICENSE-APACHE; LICENSE-MIT
pkcs8	0.10.2	transitive	Apache-2.0 OR MIT	MIT	f950b2377845cebe5cf8b5165cb3cc1a5e0fa5cfa3e1f7f55707d8fd82e0a7b7	https://crates.io/api/v1/crates/pkcs8/0.10.2/download	LICENSE-APACHE; LICENSE-MIT
pkg-config	0.3.33	transitive	MIT OR Apache-2.0	MIT	19f132c84eca552bf34cab8ec81f1c1dcc229b811638f9d283dceabe58c5569e	https://crates.io/api/v1/crates/pkg-config/0.3.33/download	LICENSE-APACHE; LICENSE-MIT
plain	0.2.3	transitive	MIT/Apache-2.0	MIT	b4596b6d070b27117e987119b4dac604f3c58cfb0b191112e24771b2faeac1a6	https://crates.io/api/v1/crates/plain/0.2.3/download	LICENSE-APACHE; LICENSE-MIT
potential_utf	0.1.5	transitive	Unicode-3.0	Unicode-3.0	0103b1cef7ec0cf76490e969665504990193874ea05c85ff9bab8b911d0a0564	https://crates.io/api/v1/crates/potential_utf/0.1.5/download	LICENSE
ppv-lite86	0.2.21	transitive	MIT OR Apache-2.0	MIT	85eae3c4ed2f50dcfe72643da4befc30deadb458a9b590d720cde2f2b1e97da9	https://crates.io/api/v1/crates/ppv-lite86/0.2.21/download	LICENSE-APACHE; LICENSE-MIT
proc-macro2	1.0.106	transitive	MIT OR Apache-2.0	MIT	8fd00f0bb2e90d81d1044c2b32617f68fcb9fa3bb7640c23e9c748e53fb30934	https://crates.io/api/v1/crates/proc-macro2/1.0.106/download	LICENSE-APACHE; LICENSE-MIT
quick-xml	0.41.0	normal	MIT	MIT	e660451e55124f798a69a5af3f49ccfbefbd41910eefd25caf2393e1f3473ec1	https://crates.io/api/v1/crates/quick-xml/0.41.0/download	LICENSE-MIT.md
quinn	0.11.11	transitive	MIT OR Apache-2.0	MIT	0c1a41e437b6bbd489372cd4971de128e85c855f56c57f283d20ff016cf7c0a8	https://crates.io/api/v1/crates/quinn/0.11.11/download	LICENSE-APACHE; LICENSE-MIT
quinn-proto	0.11.16	transitive	MIT OR Apache-2.0	MIT	2f4bfc015262b9df63c8845072ce59068853ff5872180c2ce2f13038b970e560	https://crates.io/api/v1/crates/quinn-proto/0.11.16/download	LICENSE-APACHE; LICENSE-MIT
quinn-udp	0.5.15	transitive	MIT OR Apache-2.0	MIT	35a133f956daabe89a61a685c2649f13d82d5aa4bd5d12d1277e1072a21c0694	https://crates.io/api/v1/crates/quinn-udp/0.5.15/download	LICENSE-APACHE; LICENSE-MIT
quote	1.0.46	transitive	MIT OR Apache-2.0	MIT	dfbc457d0c7a0759a614551b11a6409e5951f6c7537be1f1b7682b9ae9230368	https://crates.io/api/v1/crates/quote/1.0.46/download	LICENSE-APACHE; LICENSE-MIT
r-efi	6.0.0	transitive	MIT OR Apache-2.0 OR LGPL-2.1-or-later	MIT	f8dcc9c7d52a811697d2151c701e0d08956f92b0e24136cf4cf27b57a6a0d9bf	https://crates.io/api/v1/crates/r-efi/6.0.0/download	No standalone notice file; inspect source headers before redistribution
rand	0.10.2	transitive	MIT OR Apache-2.0	MIT	c7f5fa3a058cd35567ef9bfa5e75732bee0f9e4c55fa90477bef2dfcdbc4be80	https://crates.io/api/v1/crates/rand/0.10.2/download	COPYRIGHT; LICENSE-APACHE; LICENSE-MIT
rand	0.8.6	transitive	MIT OR Apache-2.0	MIT	5ca0ecfa931c29007047d1bc58e623ab12e5590e8c7cc53200d5202b69266d8a	https://crates.io/api/v1/crates/rand/0.8.6/download	COPYRIGHT; LICENSE-APACHE; LICENSE-MIT
rand_chacha	0.3.1	transitive	MIT OR Apache-2.0	MIT	e6c10a63a0fa32252be49d21e7709d4d4baf8d231c2dbce1eaa8141b9b127d88	https://crates.io/api/v1/crates/rand_chacha/0.3.1/download	COPYRIGHT; LICENSE-APACHE; LICENSE-MIT
rand_core	0.10.1	transitive	MIT OR Apache-2.0	MIT	63b8176103e19a2643978565ca18b50549f6101881c443590420e4dc998a3c69	https://crates.io/api/v1/crates/rand_core/0.10.1/download	COPYRIGHT; LICENSE-APACHE; LICENSE-MIT
rand_core	0.6.4	transitive	MIT OR Apache-2.0	MIT	ec0be4795e2f6a28069bec0b5ff3e2ac9bafc99e6a9a7dc3547996c5c816922c	https://crates.io/api/v1/crates/rand_core/0.6.4/download	COPYRIGHT; LICENSE-APACHE; LICENSE-MIT
rand_pcg	0.10.2	transitive	MIT OR Apache-2.0	MIT	caa0f4137e1c0a72f4c651489402276c8e8e1cf081f3b0ba156d2cbeef09e86a	https://crates.io/api/v1/crates/rand_pcg/0.10.2/download	COPYRIGHT; LICENSE-APACHE; LICENSE-MIT
redox_syscall	0.5.18	transitive	MIT	MIT	ed2bf2547551a7053d6fdfafda3f938979645c44812fbfcda098faae3f1a362d	https://crates.io/api/v1/crates/redox_syscall/0.5.18/download	LICENSE
redox_syscall	0.9.0	transitive	MIT	MIT	c5102a6aaa05aa011a238e178e6bca86d2cb56fc9f586d37cb80f5bca6e07759	https://crates.io/api/v1/crates/redox_syscall/0.9.0/download	LICENSE
regex-automata	0.4.14	transitive	MIT OR Apache-2.0	MIT	6e1dd4122fc1595e8162618945476892eefca7b88c52820e74af6262213cae8f	https://crates.io/api/v1/crates/regex-automata/0.4.14/download	LICENSE-APACHE; LICENSE-MIT
regex-syntax	0.8.11	transitive	MIT OR Apache-2.0	MIT	d6f6ff9a378485b298a5286656da665ba74413d36db0979633275d2e708145d4	https://crates.io/api/v1/crates/regex-syntax/0.8.11/download	LICENSE-APACHE; LICENSE-MIT; src/unicode_tables/LICENSE-UNICODE
reqwest	0.12.28	normal	MIT OR Apache-2.0	MIT	eddd3ca559203180a307f12d114c268abf583f59b03cb906fd0b3ff8646c1147	https://crates.io/api/v1/crates/reqwest/0.12.28/download	LICENSE-APACHE; LICENSE-MIT
ring	0.17.14	transitive	Apache-2.0 AND ISC	Apache-2.0 AND ISC	a4689e6c2294d81e88dc6261c768b63bc4fcdb852be6d1352498b114f61383b7	https://crates.io/api/v1/crates/ring/0.17.14/download	LICENSE; LICENSE-BoringSSL; LICENSE-other-bits; src/polyfill/once_cell/LICENSE-APACHE; src/polyfill/once_cell/LICENSE-MIT; third_party/fiat/LICENSE
rpassword	7.5.4	normal	Apache-2.0	Apache-2.0	2da316a15f47e3d053de9cb2c439650bd8fa4aaeb9365f2e5f27f492ff73c196	https://crates.io/api/v1/crates/rpassword/7.5.4/download	LICENSE-APACHE
rsa	0.9.10	transitive	MIT OR Apache-2.0	MIT	b8573f03f5883dcaebdfcf4725caa1ecb9c15b2ef50c43a07b816e06799bb12d	https://crates.io/api/v1/crates/rsa/0.9.10/download	LICENSE-APACHE; LICENSE-MIT
rtoolbox	0.0.5	transitive	Apache-2.0	Apache-2.0	50a0e551c1e27e1731aba276dbeaeac73f53c7cd34d1bda485d02bd1e0f36844	https://crates.io/api/v1/crates/rtoolbox/0.0.5/download	LICENSE-APACHE
rustc-hash	2.1.3	transitive	Apache-2.0 OR MIT	MIT	6b1e7f9a428571be2dc5bc0505c13fb6bf936822b894ec87abf8a08a4e51742d	https://crates.io/api/v1/crates/rustc-hash/2.1.3/download	LICENSE-APACHE; LICENSE-MIT
rustix	1.1.4	transitive	Apache-2.0 WITH LLVM-exception OR Apache-2.0 OR MIT	MIT	b6fe4565b9518b83ef4f91bb47ce29620ca828bd32cb7e408f0062e9930ba190	https://crates.io/api/v1/crates/rustix/1.1.4/download	COPYRIGHT; LICENSE-APACHE; LICENSE-Apache-2.0_WITH_LLVM-exception; LICENSE-MIT
rustls	0.23.45	transitive	Apache-2.0 OR ISC OR MIT	MIT	0d41d731c7d2f962d1ccc364cec258de3c0e93b38c2fb3ba97ac74513048d634	https://crates.io/api/v1/crates/rustls/0.23.45/download	LICENSE-APACHE; LICENSE-ISC; LICENSE-MIT
rustls-pki-types	1.15.0	transitive	MIT OR Apache-2.0	MIT	764899a24af3980067ee14bc143654f297b22eaebfe3c7b6b211920a5a59b046	https://crates.io/api/v1/crates/rustls-pki-types/1.15.0/download	LICENSE-APACHE; LICENSE-MIT
rustls-webpki	0.103.15	transitive	ISC	ISC	f3c3cf1d8b1e7d4927e2d154c3fcb02979afb9939629c62cd9048d4f07b60ac2	https://crates.io/api/v1/crates/rustls-webpki/0.103.15/download	LICENSE
rustversion	1.0.23	transitive	MIT OR Apache-2.0	MIT	cf54715a573b99ac80df0bc206da022bcd442c974952c7b9720069370852e21f	https://crates.io/api/v1/crates/rustversion/1.0.23/download	LICENSE-APACHE; LICENSE-MIT
ryu	1.0.23	transitive	Apache-2.0 OR BSL-1.0	Apache-2.0	9774ba4a74de5f7b1c1451ed6cd5285a32eddb5cccb8cc655a4e50009e06477f	https://crates.io/api/v1/crates/ryu/1.0.23/download	LICENSE-APACHE; LICENSE-BOOST
scopeguard	1.2.0	transitive	MIT OR Apache-2.0	MIT	94143f37725109f92c262ed2cf5e59bce7498c01bcc1502d7b9afe439a4e9f49	https://crates.io/api/v1/crates/scopeguard/1.2.0/download	LICENSE-APACHE; LICENSE-MIT
serde	1.0.228	normal	MIT OR Apache-2.0	MIT	9a8e94ea7f378bd32cbbd37198a4a91436180c5bb472411e48b5ec2e2124ae9e	https://crates.io/api/v1/crates/serde/1.0.228/download	LICENSE-APACHE; LICENSE-MIT
serde_core	1.0.228	transitive	MIT OR Apache-2.0	MIT	41d385c7d4ca58e59fc732af25c3983b67ac852c1a25000afe1175de458b67ad	https://crates.io/api/v1/crates/serde_core/1.0.228/download	LICENSE-APACHE; LICENSE-MIT
serde_derive	1.0.228	transitive	MIT OR Apache-2.0	MIT	d540f220d3187173da220f885ab66608367b6574e925011a9353e4badda91d79	https://crates.io/api/v1/crates/serde_derive/1.0.228/download	LICENSE-APACHE; LICENSE-MIT
serde_json	1.0.150	normal	MIT OR Apache-2.0	MIT	e8014e44b4736ed0538adeecded0fce2a272f22dc9578a7eb6b2d9993c74cfb9	https://crates.io/api/v1/crates/serde_json/1.0.150/download	LICENSE-APACHE; LICENSE-MIT
serde_path_to_error	0.1.20	transitive	MIT OR Apache-2.0	MIT	10a9ff822e371bb5403e391ecd83e182e0e77ba7f6fe0160b795797109d1b457	https://crates.io/api/v1/crates/serde_path_to_error/0.1.20/download	LICENSE-APACHE; LICENSE-MIT
serde_urlencoded	0.7.1	transitive	MIT/Apache-2.0	MIT	d3491c14715ca2294c4d6a88f15e84739788c1d030eed8c110436aafdaa2f3fd	https://crates.io/api/v1/crates/serde_urlencoded/0.7.1/download	LICENSE-APACHE; LICENSE-MIT
sha1	0.10.6	normal	MIT OR Apache-2.0	MIT	e3bf829a2d51ab4a5ddf1352d8470c140cadc8301b2ae1789db023f01cedd6ba	https://crates.io/api/v1/crates/sha1/0.10.6/download	LICENSE-APACHE; LICENSE-MIT
sha2	0.10.9	normal	MIT OR Apache-2.0	MIT	a7507d819769d01a365ab707794a4084392c824f54a7a6a7862f8c3d0892b283	https://crates.io/api/v1/crates/sha2/0.10.9/download	LICENSE-APACHE; LICENSE-MIT
sharded-slab	0.1.7	transitive	MIT	MIT	f40ca3c46823713e0d4209592e8d6e826aa57e928f09752619fc696c499637f6	https://crates.io/api/v1/crates/sharded-slab/0.1.7/download	LICENSE
shlex	2.0.1	transitive	MIT OR Apache-2.0	MIT	f8fadd59c855ef2080decdef8ff161eb6661b86933c9d82e5ba29dc602a55aba	https://crates.io/api/v1/crates/shlex/2.0.1/download	LICENSE-APACHE; LICENSE-MIT
signal-hook-registry	1.4.8	transitive	MIT OR Apache-2.0	MIT	c4db69cba1110affc0e9f7bcd48bbf87b3f4fc7c61fc9155afd4c469eb3d6c1b	https://crates.io/api/v1/crates/signal-hook-registry/1.4.8/download	LICENSE-APACHE; LICENSE-MIT
signature	2.2.0	transitive	Apache-2.0 OR MIT	MIT	77549399552de45a898a580c1b41d445bf730df867cc44e6c0233bbc4b8329de	https://crates.io/api/v1/crates/signature/2.2.0/download	LICENSE-APACHE; LICENSE-MIT
simd-adler32	0.3.9	transitive	MIT	MIT	703d5c7ef118737c72f1af64ad2f6f8c5e1921f818cdcb97b8fe6fc69bf66214	https://crates.io/api/v1/crates/simd-adler32/0.3.9/download	LICENSE.md
slab	0.4.12	transitive	MIT	MIT	0c790de23124f9ab44544d7ac05d60440adc586479ce501c1d6d7da3cd8c9cf5	https://crates.io/api/v1/crates/slab/0.4.12/download	LICENSE
smallvec	1.15.2	transitive	MIT OR Apache-2.0	MIT	8ed6a63f02c8539c91a8685a86f4099661ba3da017932f6ebbea6de3f0fa7c90	https://crates.io/api/v1/crates/smallvec/1.15.2/download	LICENSE-APACHE; LICENSE-MIT
socket-pktinfo	0.4.0	transitive	MIT	MIT	3e8e43b4bdce7cff8a4d3f8025ee38fce5ca138fab868ebbf9529c81328fbf9d	https://crates.io/api/v1/crates/socket-pktinfo/0.4.0/download	LICENSE
socket2	0.6.4	transitive	MIT OR Apache-2.0	MIT	52d1cfed4120b4d927bf7c0f86d2087a4a7d6027c906d9f9d525a80573b9be51	https://crates.io/api/v1/crates/socket2/0.6.4/download	LICENSE-APACHE; LICENSE-MIT
spin	0.9.8	transitive	MIT	MIT	6980e8d7511241f8acf4aebddbb1ff938df5eebe98691418c4468d0b72a96a67	https://crates.io/api/v1/crates/spin/0.9.8/download	LICENSE
spki	0.7.3	transitive	Apache-2.0 OR MIT	MIT	d91ed6c858b01f942cd56b37a94b3e0a1798290327d1236e4d9cf4eaca44d29d	https://crates.io/api/v1/crates/spki/0.7.3/download	LICENSE-APACHE; LICENSE-MIT
sqlx	0.8.6	normal	MIT OR Apache-2.0	MIT	1fefb893899429669dcdd979aff487bd78f4064e5e7907e4269081e0ef7d97dc	https://crates.io/api/v1/crates/sqlx/0.8.6/download	LICENSE-APACHE; LICENSE-MIT
sqlx-core	0.8.6	transitive	MIT OR Apache-2.0	MIT	ee6798b1838b6a0f69c007c133b8df5866302197e404e8b6ee8ed3e3a5e68dc6	https://crates.io/api/v1/crates/sqlx-core/0.8.6/download	LICENSE-APACHE; LICENSE-MIT
sqlx-macros	0.8.6	transitive	MIT OR Apache-2.0	MIT	a2d452988ccaacfbf5e0bdbc348fb91d7c8af5bee192173ac3636b5fb6e6715d	https://crates.io/api/v1/crates/sqlx-macros/0.8.6/download	LICENSE-APACHE; LICENSE-MIT
sqlx-macros-core	0.8.6	transitive	MIT OR Apache-2.0	MIT	19a9c1841124ac5a61741f96e1d9e2ec77424bf323962dd894bdb93f37d5219b	https://crates.io/api/v1/crates/sqlx-macros-core/0.8.6/download	LICENSE-APACHE; LICENSE-MIT
sqlx-mysql	0.8.6	transitive	MIT OR Apache-2.0	MIT	aa003f0038df784eb8fecbbac13affe3da23b45194bd57dba231c8f48199c526	https://crates.io/api/v1/crates/sqlx-mysql/0.8.6/download	LICENSE-APACHE; LICENSE-MIT
sqlx-postgres	0.8.6	transitive	MIT OR Apache-2.0	MIT	db58fcd5a53cf07c184b154801ff91347e4c30d17a3562a635ff028ad5deda46	https://crates.io/api/v1/crates/sqlx-postgres/0.8.6/download	LICENSE-APACHE; LICENSE-MIT
sqlx-sqlite	0.8.6	transitive	MIT OR Apache-2.0	MIT	c2d12fe70b2c1b4401038055f90f151b78208de1f9f89a7dbfd41587a10c3eea	https://crates.io/api/v1/crates/sqlx-sqlite/0.8.6/download	LICENSE-APACHE; LICENSE-MIT
stable_deref_trait	1.2.1	transitive	MIT OR Apache-2.0	MIT	6ce2be8dc25455e1f91df71bfa12ad37d7af1092ae736f3a6cd0e37bc7810596	https://crates.io/api/v1/crates/stable_deref_trait/1.2.1/download	LICENSE-APACHE; LICENSE-MIT
stringprep	0.1.5	transitive	MIT/Apache-2.0	MIT	7b4df3d392d81bd458a8a621b8bffbd2302a12ffe288a9d931670948749463b1	https://crates.io/api/v1/crates/stringprep/0.1.5/download	LICENSE-APACHE; LICENSE-MIT
strsim	0.11.1	transitive	MIT	MIT	7da8b5736845d9f2fcb837ea5d9e2628564b3b043a70948a3f0b778838c5fb4f	https://crates.io/api/v1/crates/strsim/0.11.1/download	LICENSE
subtle	2.6.1	transitive	BSD-3-Clause	BSD-3-Clause	13c2bddecc57b384dee18652358fb23172facb8a2c51ccc10d74c157bdea3292	https://crates.io/api/v1/crates/subtle/2.6.1/download	LICENSE
syn	2.0.118	transitive	MIT OR Apache-2.0	MIT	1b9ae57f904213ebb649ce6895b8a66c66f0203b9319718f69a5612a065b1422	https://crates.io/api/v1/crates/syn/2.0.118/download	LICENSE-APACHE; LICENSE-MIT
sync_wrapper	1.0.2	transitive	Apache-2.0	Apache-2.0	0bf256ce5efdfa370213c1dabab5935a12e49f2c58d15e9eac2870d3b4f27263	https://crates.io/api/v1/crates/sync_wrapper/1.0.2/download	LICENSE
synstructure	0.13.2	transitive	MIT	MIT	728a70f3dbaf5bab7f0c4b1ac8d7ae5ea60a4b5549c8a5914361c99147a709d2	https://crates.io/api/v1/crates/synstructure/0.13.2/download	LICENSE
tempfile	3.27.0	normal	MIT OR Apache-2.0	MIT	32497e9a4c7b38532efcdebeef879707aa9f794296a4f0244f6f69e9bc8574bd	https://crates.io/api/v1/crates/tempfile/3.27.0/download	LICENSE-APACHE; LICENSE-MIT
thiserror	2.0.18	normal	MIT OR Apache-2.0	MIT	4288b5bcbc7920c07a1149a35cf9590a2aa808e0bc1eafaade0b80947865fbc4	https://crates.io/api/v1/crates/thiserror/2.0.18/download	LICENSE-APACHE; LICENSE-MIT
thiserror-impl	2.0.18	transitive	MIT OR Apache-2.0	MIT	ebc4ee7f67670e9b64d05fa4253e753e016c6c95ff35b89b7941d6b856dec1d5	https://crates.io/api/v1/crates/thiserror-impl/2.0.18/download	LICENSE-APACHE; LICENSE-MIT
thread_local	1.1.9	transitive	MIT OR Apache-2.0	MIT	f60246a4944f24f6e018aa17cdeffb7818b76356965d03b07d6a9886e8962185	https://crates.io/api/v1/crates/thread_local/1.1.9/download	LICENSE-APACHE; LICENSE-MIT
tinystr	0.8.3	transitive	Unicode-3.0	Unicode-3.0	c8323304221c2a851516f22236c5722a72eaa19749016521d6dff0824447d96d	https://crates.io/api/v1/crates/tinystr/0.8.3/download	LICENSE
tinyvec	1.11.0	transitive	Zlib OR Apache-2.0 OR MIT	MIT	3e61e67053d25a4e82c844e8424039d9745781b3fc4f32b8d55ed50f5f667ef3	https://crates.io/api/v1/crates/tinyvec/1.11.0/download	LICENSE-APACHE.md; LICENSE-MIT.md; LICENSE-ZLIB.md
tinyvec_macros	0.1.1	transitive	MIT OR Apache-2.0 OR Zlib	MIT	1f3ccbac311fea05f86f61904b462b55fb3df8837a366dfc601a0161d0532f20	https://crates.io/api/v1/crates/tinyvec_macros/0.1.1/download	LICENSE-APACHE.md; LICENSE-MIT.md; LICENSE-ZLIB.md
tokio	1.52.3	normal	MIT	MIT	8fc7f01b389ac15039e4dc9531aa973a135d7a4135281b12d7c1bc79fd57fffe	https://crates.io/api/v1/crates/tokio/1.52.3/download	LICENSE
tokio-macros	2.7.0	transitive	MIT	MIT	385a6cb71ab9ab790c5fe8d67f1645e6c450a7ce006a33de03daa956cf70a496	https://crates.io/api/v1/crates/tokio-macros/2.7.0/download	LICENSE
tokio-rustls	0.26.4	transitive	MIT OR Apache-2.0	MIT	1729aa945f29d91ba541258c8df89027d5792d85a8841fb65e8bf0f4ede4ef61	https://crates.io/api/v1/crates/tokio-rustls/0.26.4/download	LICENSE-APACHE; LICENSE-MIT
tokio-stream	0.1.18	transitive	MIT	MIT	32da49809aab5c3bc678af03902d4ccddea2a87d028d86392a4b1560c6906c70	https://crates.io/api/v1/crates/tokio-stream/0.1.18/download	LICENSE
tokio-util	0.7.18	normal	MIT	MIT	9ae9cec805b01e8fc3fd2fe289f89149a9b66dd16786abd8b19cfa7b48cb0098	https://crates.io/api/v1/crates/tokio-util/0.7.18/download	LICENSE
tower	0.5.3	dev	MIT	MIT	ebe5ef63511595f1344e2d5cfa636d973292adc0eec1f0ad45fae9f0851ab1d4	https://crates.io/api/v1/crates/tower/0.5.3/download	LICENSE
tower-http	0.6.11	normal	MIT	MIT	4cfcf7e2740e6fc6d4d688b4ef00650406bb94adf4731e43c096c3a19fe40840	https://crates.io/api/v1/crates/tower-http/0.6.11/download	LICENSE
tower-layer	0.3.3	transitive	MIT	MIT	121c2a6cda46980bb0fcd1647ffaf6cd3fc79a013de288782836f6df9c48780e	https://crates.io/api/v1/crates/tower-layer/0.3.3/download	LICENSE
tower-service	0.3.3	transitive	MIT	MIT	8df9b6e13f2d32c91b9bd719c00d1958837bc7dec474d94952798cc8e69eeec3	https://crates.io/api/v1/crates/tower-service/0.3.3/download	LICENSE
tracing	0.1.44	normal	MIT	MIT	63e71662fa4b2a2c3a26f570f037eb95bb1f85397f3cd8076caed2f026a6d100	https://crates.io/api/v1/crates/tracing/0.1.44/download	LICENSE
tracing-attributes	0.1.31	transitive	MIT	MIT	7490cfa5ec963746568740651ac6781f701c9c5ea257c58e057f3ba8cf69e8da	https://crates.io/api/v1/crates/tracing-attributes/0.1.31/download	LICENSE
